text,labels
El gasto en salud representa apenas el 3 % del PBI,2
El 80 % de las denuncias por violencia no llega a sentencia,2
El futuro es nuestro y empieza ahora,3
El Perú será el país que siempre debió ser,3
El 10 % de las regiones concentra el 70 % del PBI,2
Habla de moral y cambia de valores según la encuesta,0
Critica la pobreza desde su casa en la playa,0
El cambio verdadero nace del corazón,3
"[ADVERSARIO] ganan elecciones, [PARTIDO] ganamos conciencia",1
El Perú será grande porque su gente es grande,3
Habla de futuro y no puede explicar el presente,0
Habla de educación y no terminó la suya,0
"[PARTIDO] marchamos por derechos, [ADVERSARIO] por cargos",1
Nada nos detendrá mientras tengamos fe,3
"[ADVERSARIO] justifican errores, [PARTIDO] exigimos cuentas",1
"[PARTIDO] creemos en el país, [ADVERSARIO] solo en su bolsillo",1
Promete transparencia y cambia la versión según la prensa,0
"[ADVERSARIO] tienen poder, pero [PARTIDO] tenemos pueblo",1
"En promedio, los peruanos gastan el 40 % de su ingreso mensual en alimentos",2
"[PARTIDO] caminamos juntos, [ADVERSARIO] caminan sobre [PARTIDO]",1
"[PARTIDO] defendemos el agua, [ADVERSARIO] defienden el oro",1
El 60 % de los pacientes espera más de tres meses por una cita médica,2
"[ADVERSARIO] se creen imprescindibles, [PARTIDO] creemos en el pueblo",1
Promete meritocracia y pone a su cuñado de asesor,0
El 30 % de los adultos mayores no recibe pensión,2
El 10 % de las empresas acapara el 80 % de las exportaciones,2
El 40 % del territorio amazónico enfrenta tala ilegal,2
"[PARTIDO] alzamos la voz, [ADVERSARIO] la censuran",1
"Dice que lucha por los pobres, pero nunca los escucha",0
El 90 % de las municipalidades pequeñas no tiene ingenieros titulados,2
Predica transparencia y firma contratos en la oscuridad,0
El cambio empieza por uno mismo,3
El 45 % de los colegios rurales carece de docentes especializados,2
El 25 % de los jóvenes limeños trabaja más de 10 horas diarias,2
"Dice que defiende la verdad, pero vive de la mentira",0
El que destruye a los demás demuestra que no tiene propuesta,0
"Dice que lucha contra el sistema, pero vive de él",0
Cada región aportará su luz al nuevo Perú,3
"[PARTIDO] marchamos con dignidad, [ADVERSARIO] con escolta",1
"Dice que no pertenece a nadie, pero obedece a todos",0
El 45 % de los agricultores no accede a crédito formal,2
"[ADVERSARIO] exigen respeto, pero nunca lo dieron",1
"[ADVERSARIO] tienen seguridad privada, [PARTIDO] rezamos para que no nos roben",1
[POLÍTICO] político habla de honestidad con una denuncia por corrupción en el bolsillo,0
"[ADVERSARIO] viajan en caravanas, [PARTIDO] en combi",1
El Perú florecerá con el esfuerzo de su gente,3
El consumo de agua per cápita cayó 8 % por sequía,2
"Somos un país lleno de fuerza, historia y esperanza",3
Nuestro compromiso es con la historia y con el mañana,3
El 40 % de los hogares peruanos aún cocina con combustibles contaminantes,2
Cada año se registran más de 60 000 accidentes laborales,2
La mitad del presupuesto de educación se destina a infraestructura,2
El 35 % de los médicos trabaja en más de un hospital,2
Juntos lograremos el Perú que merecemos,3
Nuestra historia recién comienza,3
Somos la generación del cambio,3
Promete eficiencia y no puede ni organizar su despacho,0
"[PARTIDO] vivimos la realidad, [ADVERSARIO] la narran en conferencias",1
La tasa de alfabetización nacional supera el 94 %,2
Más de 1000 obras públicas permanecen paralizadas,2
"[ADVERSARIO] prometen unión, [PARTIDO] la construimos en la calle",1
"Dice que sirve al país, pero se sirve de él",0
"Promete transparencia, pero su declaración jurada es un misterio",0
El 50 % de las universidades estatales no cuenta con proyectos de investigación activos,2
"[ADVERSARIO] cambian de partido, [PARTIDO] mantenemos principios",1
El 50 % de las familias migrantes carece de vivienda propia,2
El gasto en defensa supera al de innovación tecnológica,2
Nada podrá apagar la llama del cambio,3
El Perú tiene un destino de grandeza,3
El cambio ya está en marcha y no habrá vuelta atrás,3
Promete igualdad y crea nuevos privilegios,0
"Promete futuro, pero no entiende el presente",0
"[PARTIDO] ponemos el hombro, [ADVERSARIO] ponen excusas",1
El 70 % de los incendios forestales son causados por actividades humanas,2
Predica libertad y amenaza a quien lo contradice,0
Habla de pueblo y vive del poder,0
Juntos haremos historia,3
"Con fe, coraje y trabajo todo será posible",3
El cambio será la voz de todo un pueblo,3
Habla de derechos humanos y no respeta ni al personal que lo atiende,0
"Dice que gobierna con el corazón, pero lo hace con rencor",0
"Promete justicia, pero manipula testigos",0
Nada podrá apagar la llama del pueblo,3
Promete orden y crea caos,0
El amor por el Perú nos hace invencibles,3
"[PARTIDO] levantamos el país, [ADVERSARIO] levantan discursos",1
"[ADVERSARIO] confunden autoridad con abuso, [PARTIDO] sabemos de respeto",1
El índice de competitividad global ubicó al Perú en el puesto 65,2
El mañana será mejor porque lo haremos juntos,3
"[ADVERSARIO] cambian de partido, [PARTIDO] seguimos esperando cambio",1
"[ADVERSARIO] escriben historia, [PARTIDO] la vivimos",1
El 45 % de los docentes gana menos de 2500 soles mensuales,2
"[ADVERSARIO] hablan de democracia, [PARTIDO] la practicamos en la calle",1
El 55% de peruanos adultos tiene obesidad,2
"[ADVERSARIO] siembran odio, [PARTIDO] seguimos sembrando papa",1
El 30 % de los hogares de la selva carece de electricidad continua,2
"[ADVERSARIO] pelean por el puesto, [PARTIDO] peleamos por la vida",1
Vamos a devolverle la sonrisa al Perú,3
"Según el INEI, más del 40 % de los hogares rurales aún no tienen agua potable",2
Promete unidad y siembra odio,0
El 20 % de los estudiantes universitarios estudia carreras saturadas,2
Predica renovación y recicla caras viejas,0
El índice de empleo femenino bajó en las regiones del norte,2
El 50 % de las viviendas en la costa norte está en zonas inundables,2
La grandeza del Perú está en su gente,3
"[PARTIDO] creemos en el cambio, [ADVERSARIO] lo temen",1
"[ADVERSARIO] roban el presupuesto, [PARTIDO] pagamos la deuda",1
Habla de justicia y calla ante la corrupción de sus aliados,0
"[ADVERSARIO] llaman orden al silencio, [PARTIDO] lo llamamos injusticia",1
El 90 % de las universidades privadas opera en Lima y el norte,2
El 60 % de los proyectos de irrigación está paralizado,2
Nuestra bandera volverá a ondear con orgullo,3
"[ADVERSARIO] buscan poder, [PARTIDO] buscamos dignidad",1
El 60 % de los docentes considera insuficiente su salario,2
El Perú tiene todo para salir adelante,3
No hay imposibles cuando el pueblo se une,3
El 60 % de los delitos denunciados no llega a juicio,2
El 50 % de los casos de corrupción involucra gobiernos locales,2
"Con el corazón en alto y la mirada en el futuro, venceremos",3
El cambio está en marcha y nada lo detendrá,3
Estamos viviendo el renacer del Perú,3
"Predica unidad, pero separa entre buenos y traidores",0
"[PARTIDO] defendemos la tierra, [ADVERSARIO] defienden la mina",1
La unidad hará posible el milagro del Perú,3
Somos la voz de una patria que quiere vivir mejor,3
Solo el 30 % de los estudiantes rurales logra comprensión lectora adecuada,2
El precio del transporte urbano aumentó 15 % en los últimos dos años,2
"[ADVERSARIO] se sientan en sillones, [PARTIDO] dormimos tranquilos",1
"[ADVERSARIO] gritan orden, [PARTIDO] gritamos justicia",1
"[ADVERSARIO] no conocen el hambre, [PARTIDO] la enfrentamos con coraje",1
"El acceso a agua potable mejoró, pero aún falta cobertura en 1,2 millones de hogares",2
"[ADVERSARIO] reparten contratos, [PARTIDO] compartimos lo poco que tenemos",1
El 35 % de los contratos públicos fue adjudicado por única oferta,2
"[PARTIDO] sembramos tierra, [ADVERSARIO] siembran duda",1
El 70 % de los municipios carece de presupuesto participativo,2
Critica la corrupción ajena y calla la propia,0
"Promete justicia, pero castiga a quien la exige",0
El 45 % de los peruanos cree que su voto no cambia nada,2
"Dice que escucha al pueblo, pero solo oye su propio eco",0
La brecha salarial entre hombres y mujeres supera el 25 %,2
Los que se llenan de banderas no saben lo que significa servir,0
Solo el 8 % de los agricultores accede a seguros agrarios,2
La densidad de médicos por habitante sigue por debajo del promedio regional,2
"[ADVERSARIO] firman acuerdos, [PARTIDO] cargamos consecuencias",1
"[ADVERSARIO] hacen política, [PARTIDO] hacemos historia",1
"[ADVERSARIO] viven del canon, [PARTIDO] de la cosecha",1
El 35 % del personal estatal trabaja bajo contratos temporales,2
Habla de transparencia y oculta su pasado,0
La recaudación fiscal cayó 12 % durante el último semestre,2
Predica moral y compra silencios,0
El 85 % de los adultos mayores no tiene acceso a servicios geriátricos,2
Más de 500 colegios públicos funcionan en locales alquilados,2
El 80 % de los centros de salud rurales carece de laboratorio,2
Juntos escribiremos la nueva historia del país,3
La agricultura familiar produce más del 70 % de los alimentos del país,2
Promete honestidad y miente con elegancia,0
El amor por la patria vencerá cualquier obstáculo,3
"[PARTIDO] ponemos los muertos, [ADVERSARIO] los discursos",1
Con coraje y fe todo se puede lograr,3
"[PARTIDO] construimos el país, [ADVERSARIO] lo hipotecan",1
"[ADVERSARIO] cuentan billetes, [PARTIDO] contamos días para llegar a fin de mes",1
Habla de esfuerzo y no pisa oficina,0
"Siempre promete cambios, pero ni siquiera cambia su propia conducta",0
El 25 % de las empresas manufactureras redujo producción por falta de insumos,2
"[ADVERSARIO] protegen su imagen, [PARTIDO] protegemos nuestra tierra",1
El 25 % de los niños menores de cinco años sufre anemia crónica,2
Solo el 25 % de los municipios tiene plantas de tratamiento de agua,2
El 45 % de los universitarios trabaja mientras estudia,2
"Quien necesita destruir al otro para brillar, no merece el cargo",0
"[ADVERSARIO] no conocen la sierra, pero hablan de ella",1
El 40 % del presupuesto social se ejecuta fuera de plazo,2
El 90 % de los distritos no cuenta con relleno sanitario,2
La esperanza vuelve a ser la protagonista del futuro,3
El sector minero representa cerca del 10 % del PBI nacional,2
"Promete democracia, pero sueña con gobernar solo",0
Promete unión mientras divide con sus palabras,0
"Dice que gobierna para todos, pero gobierna para los suyos",0
"[ADVERSARIO] viven en torres, [PARTIDO] en cerros",1
Hoy el Perú vuelve a creer en sí mismo,3
La fuerza del pueblo está más viva que nunca,3
El 35 % de los estudiantes de secundaria reprueba matemáticas,2
Habla de unidad y genera división en cada discurso,0
El futuro será fruto del esfuerzo de todos,3
"[ADVERSARIO] se esconden tras el protocolo, [PARTIDO] salimos al pueblo",1
Solo el 15 % de los caminos rurales está asfaltado,2
"[ADVERSARIO] tienen discursos, [PARTIDO] tenemos razones",1
"[ADVERSARIO] hablan de crecimiento, [PARTIDO] hablamos de justicia",1
"Dice ser firme, pero cede ante el poder del dinero",0
"[ADVERSARIO] discuten reformas, [PARTIDO] esperamos justicia",1
"[POLÍTICO] persona critica todo, pero nunca propone nada",0
"Predica valores, pero vive de intereses",0
Se presenta como obrero del pueblo y viaja en primera clase,0
"El Perú no está dormido, está despertando",3
Somos más los que queremos construir y no destruir,3
Dice que defiende la justicia y acomoda leyes,0
Siempre promete futuro y no sabe qué hacer con el presente,0
"[PARTIDO] respiramos esfuerzo, [ADVERSARIO] exhalan impunidad",1
"Creemos en un Perú justo, libre y solidario",3
"[ADVERSARIO] hablan de progreso, pero nunca pisaron un barrio popular",1
El 40 % de los colegios privados carece de supervisión pedagógica,2
El 90 % de las clínicas privadas se concentra en cinco ciudades,2
"Hoy el cambio no es una promesa, es una realidad",3
El 70 % de los hogares de la selva carece de título de propiedad,2
Juntos construiremos el futuro que todos soñamos,3
El 50 % de los pescadores artesanales depende de intermediarios,2
"La grandeza del Perú está en su gente, no en sus gobiernos",3
"[PARTIDO] vivimos la historia, [ADVERSARIO] la manipulan",1
"[ADVERSARIO] viajan en avión, [PARTIDO] esperamos el bus",1
Este es el inicio de una nueva era para todos,3
Habla de lucha y solo aparece para la foto,0
"Habla de unión, pero no puede unir ni a su partido",0
El 60 % de las familias en zonas altoandinas vive bajo la línea de pobreza,2
Vamos a devolverle al Perú su grandeza,3
El 50 % de los adolescentes rurales no accede a educación técnica,2
El cambio llegó para quedarse,3
"[ADVERSARIO] miran hacia afuera, [PARTIDO] seguimos mirando hacia arriba",1
El 80 % de los proyectos mineros está concentrado en cinco regiones,2
No hay marcha atrás cuando el corazón guía el camino,3
"[PARTIDO] decimos la verdad, [ADVERSARIO] maquillan el discurso",1
"[ADVERSARIO] hablan de democracia, [PARTIDO] la sostenemos cada día",1
El 60 % de los contratos estatales presenta irregularidades,2
"Quien desprecia al otro demuestra miedo, no liderazgo",0
Habla de renovación y repite los mismos errores,0
"Dice que ama al país, pero no paga impuestos aquí",0
"[ADVERSARIO] dicen “todos somos Perú”, pero nos tratan como si no lo fuéramos",1
Cada año se pierden más de 100 000 hectáreas de bosque por tala ilegal,2
Cada rincón del país será parte del cambio,3
Habla de dignidad y humilla a quien piensa distinto,0
"El gasto en cultura representa menos del 0,1 % del presupuesto nacional",2
"El Perú no espera más, el Perú actúa",3
"[ADVERSARIO] temen perder privilegios, [PARTIDO] tememos perder el trabajo",1
"Habla de lucha, pero evita el conflicto cuando toca decidir",0
"Se hace llamar líder, pero ni su bancada le obedece",0
"Nuestra bandera será símbolo de unidad, no de división",3
El 40 % de las empresas peruanas opera sin registro formal,2
El futuro nos pertenece si trabajamos juntos,3
Nadie podrá apagar la luz que llevamos dentro,3
"[ADVERSARIO] duermen tranquilos, [PARTIDO] soñamos con justicia",1
"[PARTIDO] levantamos el país con trabajo, [ADVERSARIO] lo hunden con discursos",1
El 90 % de los jóvenes en zonas rurales no accede a educación técnica,2
"[ADVERSARIO] miran las encuestas, [PARTIDO] miramos la olla",1
El cambio es una semilla que ya empezó a germinar,3
"[ADVERSARIO] ven enemigos, [PARTIDO] vemos hermanos",1
El 80 % de los hospitales del país carece de equipos de diagnóstico modernos,2
"[ADVERSARIO] venden la patria, [PARTIDO] la trabajamos",1
"Dice que sirve al pueblo, pero se sirve del cargo",0
El 85 % de los usuarios de transporte público califica el servicio como deficiente,2
Habla de moral y financia su campaña con favores,0
"[ADVERSARIO] viven de discursos, [PARTIDO] de sacrificios",1
El 85 % de los programas sociales no tiene auditoría reciente,2
Hoy el país empieza a escribir una nueva página,3
El 25 % del presupuesto educativo se pierde en demoras burocráticas,2
Más de la mitad de los municipios del país no rinde cuentas a tiempo,2
Promete trabajo sin haber trabajado jamás,0
Nada es más fuerte que la esperanza del pueblo,3
Solo el 30 % de los programas sociales tiene evaluación de impacto,2
"[PARTIDO] hablamos con hechos, [ADVERSARIO] con promesas",1
[PARTIDO] trabajamos todos los días; [ADVERSARIO] solo aparecen para pedir votos,1
Nada nos detendrá porque el cambio ya empezó,3
"Los tiempos mejores no se esperan, se construyen",3
Con esperanza venceremos la adversidad,3
Predica trabajo en equipo y gobierna como solista,0
El futuro se construye con valentía y amor a la patria,3
"[ADVERSARIO] celebran contratos, [PARTIDO] celebramos cosechas",1
La esperanza es la bandera que nos une,3
"[PARTIDO] defendemos la patria con trabajo, [ADVERSARIO] con discursos vacíos",1
"La esperanza no se elige, se siente",3
"[ADVERSARIO] viven del Estado, [PARTIDO] lo sostenemos",1
Creer es el primer paso para transformar,3
El 80 % de las viviendas rurales usa techos de calamina o paja,2
Habla de unidad y despide a quien piensa distinto,0
"[ADVERSARIO] miran el país desde arriba, [PARTIDO] lo vivimos desde abajo",1
Este es el inicio de una nueva historia de esperanza,3
La fuerza del cambio nace del alma del Perú,3
Juntos levantaremos la patria del olvido,3
"Promete cambio, pero mantiene los mismos vicios",0
Se disfraza de obrero para ganar votos,0
El consumo de energía eléctrica por persona creció un 5 % en la última década,2
Habla de lucha contra la corrupción y tiene amigos en prisión,0
El 25 % del territorio nacional presenta riesgo sísmico alto,2
"Quien usa al pueblo como escudo no defiende causas, defiende intereses",0
"Habla de pueblo, pero no sabe lo que cuesta un pasaje en combi",0
"Nada nos divide, porque todos somos Perú",3
"[PARTIDO] nos levantamos temprano, [ADVERSARIO] se levantan para la foto",1
El país que soñamos está más cerca que nunca,3
"Dice ser independiente, pero obedece órdenes del poder económico",0
